0,-1.1641
0.050251,-1.1802
0.1005,-1.1972
0.15075,-1.2149
0.20101,-1.2333
0.25126,-1.2521
0.30151,-1.2714
0.35176,-1.2909
0.40201,-1.3104
0.45226,-1.3298
0.50251,-1.3487
0.55276,-1.367
0.60302,-1.3843
0.65327,-1.4005
0.70352,-1.4151
0.75377,-1.4279
0.80402,-1.4386
0.85427,-1.4469
0.90452,-1.4525
0.95477,-1.455
1.005,-1.4543
1.0553,-1.4501
1.1055,-1.4421
1.1558,-1.4301
1.206,-1.4141
1.2563,-1.3938
1.3065,-1.3692
1.3568,-1.3401
1.407,-1.3067
1.4573,-1.269
1.5075,-1.227
1.5578,-1.1809
1.608,-1.1309
1.6583,-1.0772
1.7085,-1.02
1.7588,-0.95976
1.809,-0.89669
1.8593,-0.83122
1.9095,-0.76374
1.9598,-0.69469
2.0101,-0.62451
2.0603,-0.55368
2.1106,-0.48267
2.1608,-0.41198
2.2111,-0.34212
2.2613,-0.2736
2.3116,-0.20699
2.3618,-0.14287
2.4121,-0.081925
2.4623,-0.024963
2.5126,0.027058
2.5628,0.073255
2.6131,0.11347
2.6633,0.14871
2.7136,0.18043
2.7638,0.20957
2.8141,0.23643
2.8643,0.26091
2.9146,0.28268
2.9648,0.30135
3.0151,0.31656
3.0653,0.32803
3.1156,0.33556
3.1658,0.33909
3.2161,0.33868
3.2663,0.3345
3.3166,0.32686
3.3668,0.31613
3.4171,0.30276
3.4673,0.28728
3.5176,0.27026
3.5678,0.25228
3.6181,0.23398
3.6683,0.216
3.7186,0.19897
3.7688,0.18354
3.8191,0.17033
3.8693,0.15993
3.9196,0.15291
3.9698,0.14978
4.0201,0.15102
4.0704,0.15704
4.1206,0.16821
4.1709,0.18485
4.2211,0.20721
4.2714,0.23553
4.3216,0.26992
4.3719,0.31046
4.4221,0.35711
4.4724,0.40976
4.5226,0.46817
4.5729,0.53205
4.6231,0.60098
4.6734,0.6745
4.7236,0.75202
4.7739,0.83292
4.8241,0.91649
4.8744,1.002
4.9246,1.0885
4.9749,1.1753
5.0251,1.2614
5.0754,1.3459
5.1256,1.4279
5.1759,1.5065
5.2261,1.5807
5.2764,1.6497
5.3266,1.7126
5.3769,1.7687
5.4271,1.8172
5.4774,1.8576
5.5276,1.8893
5.5779,1.9119
5.6281,1.9251
5.6784,1.9286
5.7286,1.9222
5.7789,1.9059
5.8291,1.8795
5.8794,1.843
5.9296,1.7966
5.9799,1.7405
6.0302,1.675
6.0804,1.6009
6.1307,1.5188
6.1809,1.4295
6.2312,1.334
6.2814,1.2335
6.3317,1.1291
6.3819,1.0219
6.4322,0.91317
6.4824,0.80421
6.5327,0.69621
6.5829,0.59034
6.6332,0.48764
6.6834,0.38894
6.7337,0.29459
6.7839,0.2038
6.8342,0.11328
6.8844,0.017078
6.9347,-0.087025
6.9849,-0.19538
7.0352,-0.30442
7.0854,-0.41212
7.1357,-0.51732
7.1859,-0.61926
7.2362,-0.71735
7.2864,-0.81113
7.3367,-0.9002
7.3869,-0.98425
7.4372,-1.063
7.4874,-1.1363
7.5377,-1.2038
7.5879,-1.2656
7.6382,-1.3216
7.6884,-1.3716
7.7387,-1.4158
7.7889,-1.4542
7.8392,-1.4869
7.8894,-1.514
7.9397,-1.5358
7.9899,-1.5524
8.0402,-1.5642
8.0905,-1.5713
8.1407,-1.574
8.191,-1.5727
8.2412,-1.5678
8.2915,-1.5594
8.3417,-1.548
8.392,-1.534
8.4422,-1.5176
8.4925,-1.4993
8.5427,-1.4793
8.593,-1.458
8.6432,-1.4356
8.6935,-1.4126
8.7437,-1.3891
8.794,-1.3654
8.8442,-1.3417
8.8945,-1.3183
8.9447,-1.2953
8.995,-1.2729
9.0452,-1.2513
9.0955,-1.2305
9.1457,-1.2106
9.196,-1.1917
9.2462,-1.1739
9.2965,-1.1572
9.3467,-1.1416
9.397,-1.1272
9.4472,-1.1138
9.4975,-1.1014
9.5477,-1.0901
9.598,-1.0799
9.6482,-1.0705
9.6985,-1.0621
9.7487,-1.0545
9.799,-1.0476
9.8492,-1.0415
9.8995,-1.0361
9.9497,-1.0313
10,-1.0271
