0,-1.0873
0.050251,-1.0974
0.1005,-1.1084
0.15075,-1.1201
0.20101,-1.1326
0.25126,-1.1457
0.30151,-1.1595
0.35176,-1.1739
0.40201,-1.1888
0.45226,-1.2041
0.50251,-1.2195
0.55276,-1.2351
0.60302,-1.2505
0.65327,-1.2657
0.70352,-1.2803
0.75377,-1.2941
0.80402,-1.3068
0.85427,-1.3183
0.90452,-1.3281
0.95477,-1.3361
1.005,-1.3418
1.0553,-1.345
1.1055,-1.3455
1.1558,-1.3428
1.206,-1.3368
1.2563,-1.3272
1.3065,-1.3138
1.3568,-1.2964
1.407,-1.2747
1.4573,-1.2488
1.5075,-1.2185
1.5578,-1.1838
1.608,-1.1448
1.6583,-1.1015
1.7085,-1.054
1.7588,-1.0026
1.809,-0.94749
1.8593,-0.88897
1.9095,-0.8274
1.9598,-0.76317
2.0101,-0.69675
2.0603,-0.62861
2.1106,-0.55929
2.1608,-0.48932
2.2111,-0.41928
2.2613,-0.34977
2.3116,-0.28138
2.3618,-0.21471
2.4121,-0.15035
2.4623,-0.088903
2.5126,-0.030922
2.5628,0.023053
2.6131,0.072536
2.6633,0.11714
2.7136,0.15663
2.7638,0.19108
2.8141,0.22085
2.8643,0.2466
2.9146,0.269
2.9648,0.28854
3.0151,0.30541
3.0653,0.31946
3.1156,0.3303
3.1658,0.33734
3.2161,0.34009
3.2663,0.33839
3.3166,0.33257
3.3668,0.32327
3.4171,0.31122
3.4673,0.29706
3.5176,0.28118
3.5678,0.26368
3.6181,0.24424
3.6683,0.22209
3.7186,0.19617
3.7688,0.16552
3.8191,0.12971
3.8693,0.088814
3.9196,0.04327
3.9698,-0.0063842
4.0201,-0.059585
4.0704,-0.11578
4.1206,-0.17442
4.1709,-0.23498
4.2211,-0.29694
4.2714,-0.35977
4.3216,-0.42299
4.3719,-0.48609
4.4221,-0.5486
4.4724,-0.61008
4.5226,-0.67009
4.5729,-0.72824
4.6231,-0.78417
4.6734,-0.83754
4.7236,-0.88808
4.7739,-0.93552
4.8241,-0.97968
4.8744,-1.0204
4.9246,-1.0575
4.9749,-1.091
5.0251,-1.1208
5.0754,-1.147
5.1256,-1.1695
5.1759,-1.1885
5.2261,-1.204
5.2764,-1.2163
5.3266,-1.2255
5.3769,-1.2318
5.4271,-1.2354
5.4774,-1.2365
5.5276,-1.2354
5.5779,-1.2323
5.6281,-1.2274
5.6784,-1.221
5.7286,-1.2134
5.7789,-1.2047
5.8291,-1.1952
5.8794,-1.185
5.9296,-1.1744
5.9799,-1.1636
6.0302,-1.1527
6.0804,-1.1418
6.1307,-1.131
6.1809,-1.1205
6.2312,-1.1104
6.2814,-1.1007
6.3317,-1.0914
6.3819,-1.0827
6.4322,-1.0745
6.4824,-1.0668
6.5327,-1.0598
6.5829,-1.0532
6.6332,-1.0472
6.6834,-1.0418
6.7337,-1.0368
6.7839,-1.0323
6.8342,-1.0283
6.8844,-1.0247
6.9347,-1.0214
6.9849,-1.0186
7.0352,-1.0161
7.0854,-1.0138
7.1357,-1.0119
7.1859,-1.0102
7.2362,-1.0087
7.2864,-1.0074
7.3367,-1.0063
7.3869,-1.0053
7.4372,-1.0045
7.4874,-1.0038
7.5377,-1.0032
7.5879,-1.0027
7.6382,-1.0022
7.6884,-1.0018
7.7387,-1.0015
7.7889,-1.0013
7.8392,-1.001
7.8894,-1.0009
7.9397,-1.0007
7.9899,-1.0006
8.0402,-1.0005
8.0905,-1.0004
8.1407,-1.0003
8.191,-1.0003
8.2412,-1.0002
8.2915,-1.0002
8.3417,-1.0001
8.392,-1.0001
8.4422,-1.0001
8.4925,-1.0001
8.5427,-1.0001
8.593,-1
8.6432,-1
8.6935,-1
8.7437,-1
8.794,-1
8.8442,-1
8.8945,-1
8.9447,-1
8.995,-1
9.0452,-1
9.0955,-1
9.1457,-1
9.196,-1
9.2462,-1
9.2965,-1
9.3467,-1
9.397,-1
9.4472,-1
9.4975,-1
9.5477,-1
9.598,-1
9.6482,-1
9.6985,-1
9.7487,-1
9.799,-1
9.8492,-1
9.8995,-1
9.9497,-1
10,-1
